Total routing cost               Time(s)
              2052                 0.001
              1433                 0.021
              1293                 0.051
              1259                 0.163
              1227                 0.243
              1214                 0.489
              1206                 0.594
              1192                 1.587
              1187                 2.234
              1180                 2.255
              1170                 2.490
              1151                 3.125
              1121                 3.630
              1117                 4.943
              1103                 5.951
              1103                11.539 (FITNESS_EVALUATION::HEURISTIC)
              1103                11.540 (FITNESS_EVALUATION::EXACT)

Total runtime:                11.542 secs
