Total routing cost               Time(s)
              1700                 0.001
              1130                 0.049
              1120                 0.067
              1080                 0.089
              1065                 0.557
              1062                 0.577
              1050                 0.742
              1032                 1.095
              1025                 1.261
              1021                 1.317
              1019                 1.461
              1011                 1.586
              1007                 1.638
               992                 2.877
               988                 3.085
               987                 4.482
               987                 9.324 (FITNESS_EVALUATION::HEURISTIC)
               987                 9.330 (FITNESS_EVALUATION::EXACT)

Total runtime:                 9.332 secs
