Total routing cost               Time(s)
              1532                 0.005
              1139                 0.019
              1105                 0.034
              1064                 0.058
              1060                 0.100
              1040                 0.143
              1032                 0.466
              1028                 0.505
              1027                 0.520
               999                 0.702
               964                 1.041
               952                 1.046
               950                 1.136
               950                 2.554 (FITNESS_EVALUATION::HEURISTIC)
               950                 2.555 (FITNESS_EVALUATION::EXACT)

Total runtime:                 2.559 secs
