Total routing cost               Time(s)
              1889                 0.001
              1280                 0.011
              1202                 0.030
              1200                 0.081
              1185                 0.095
              1142                 0.134
              1123                 0.146
              1123                 1.223 (FITNESS_EVALUATION::HEURISTIC)
              1123                 1.223 (FITNESS_EVALUATION::EXACT)

Total runtime:                 1.225 secs
