Total routing cost               Time(s)
              1960                 0.001
              1394                 0.018
              1381                 0.027
              1379                 0.038
              1290                 0.045
              1273                 0.061
              1264                 0.163
              1254                 0.188
              1250                 0.200
              1240                 0.421
              1237                 0.446
              1212                 0.519
              1209                 0.718
              1203                 0.806
              1199                 1.063
              1181                 1.223
              1181                 2.702 (FITNESS_EVALUATION::HEURISTIC)
              1181                 2.703 (FITNESS_EVALUATION::EXACT)

Total runtime:                 2.706 secs
