Total routing cost               Time(s)
              1614                 0.001
              1282                 0.006
              1234                 0.018
              1215                 0.035
              1199                 0.038
              1180                 0.074
              1178                 0.076
              1175                 0.082
              1173                 0.126
              1164                 0.401
              1164                 0.929 (FITNESS_EVALUATION::HEURISTIC)
              1164                 0.929 (FITNESS_EVALUATION::EXACT)

Total runtime:                 0.932 secs
