Total routing cost               Time(s)
              1829                 0.001
              1245                 0.005
              1231                 0.013
              1204                 0.022
              1200                 0.034
              1192                 0.063
              1187                 0.072
              1114                 0.077
              1114                 0.383 (FITNESS_EVALUATION::HEURISTIC)
              1114                 0.383 (FITNESS_EVALUATION::EXACT)

Total runtime:                 0.387 secs
