Total routing cost               Time(s)
              2369                 0.001
              1566                 0.020
              1507                 0.052
              1477                 0.080
              1476                 0.127
              1463                 0.205
              1433                 0.254
              1416                 0.286
              1411                 0.302
              1409                 0.468
              1407                 0.674
              1405                 0.745
              1403                 1.284
              1401                 1.381
              1393                 1.563
              1391                 1.694
              1390                 3.030
              1315                 3.265
              1312                 3.922
              1312                 6.617 (FITNESS_EVALUATION::HEURISTIC)
              1312                 6.618 (FITNESS_EVALUATION::EXACT)

Total runtime:                 6.620 secs
