Total routing cost               Time(s)
              1830                 0.001
              1263                 0.016
              1233                 0.030
              1229                 0.047
              1216                 0.060
              1200                 0.163
              1174                 0.255
              1174                 1.348 (FITNESS_EVALUATION::HEURISTIC)
              1174                 1.348 (FITNESS_EVALUATION::EXACT)

Total runtime:                 1.350 secs
