Total routing cost               Time(s)
              1910                 0.001
              1209                 0.044
              1200                 0.136
              1196                 0.149
              1190                 0.195
              1189                 0.307
              1134                 0.355
              1131                 0.475
              1113                 0.546
              1103                 0.676
              1101                 1.402
              1080                 1.439
              1076                 2.123
              1075                 5.973
              1074                 6.979
              1070                 7.300
              1069                 9.414
              1067                 9.941
              1064                10.803
              1056                10.857
              1052                11.570
              1047                12.958
              1047                18.111 (FITNESS_EVALUATION::HEURISTIC)
              1047                18.113 (FITNESS_EVALUATION::EXACT)

Total runtime:                18.119 secs
