Total routing cost               Time(s)
              1661                 0.001
              1164                 0.020
              1149                 0.045
              1146                 0.079
              1137                 0.105
              1129                 0.130
              1113                 0.140
              1107                 0.239
              1092                 0.283
              1090                 1.234
              1068                 1.556
              1064                 1.846
              1062                 2.435
              1060                 3.552
              1058                 3.626
              1058                 5.564 (FITNESS_EVALUATION::HEURISTIC)
              1058                 5.565 (FITNESS_EVALUATION::EXACT)

Total runtime:                 5.568 secs
