Total routing cost               Time(s)
              2255                 0.001
              1360                 0.042
              1346                 0.155
              1322                 0.179
              1313                 0.454
              1307                 0.551
              1306                 0.588
              1304                 0.620
              1298                 0.746
              1289                 0.954
              1269                 1.026
              1257                 1.353
              1254                 1.498
              1177                 1.750
              1169                 4.332
              1168                 5.013
              1150                 5.693
              1135                 6.084
              1135                12.503 (FITNESS_EVALUATION::HEURISTIC)
              1135                12.504 (FITNESS_EVALUATION::EXACT)

Total runtime:                12.507 secs
