Total routing cost               Time(s)
              1642                 0.001
              1214                 0.047
              1208                 0.233
              1199                 0.330
              1167                 0.700
              1164                 3.024
              1157                 3.531
              1157                 9.113 (FITNESS_EVALUATION::HEURISTIC)
              1157                 9.114 (FITNESS_EVALUATION::EXACT)

Total runtime:                 9.116 secs
