Total routing cost               Time(s)
              1542                 0.001
              1188                 0.023
              1183                 0.037
              1152                 0.048
              1135                 0.058
              1126                 0.091
              1122                 0.184
              1108                 0.226
              1106                 0.311
              1103                 0.332
              1088                 0.348
              1074                 0.723
              1069                 0.846
              1069                 2.660 (FITNESS_EVALUATION::HEURISTIC)
              1069                 2.661 (FITNESS_EVALUATION::EXACT)

Total runtime:                 2.662 secs
