Total routing cost               Time(s)
              2142                 0.001
              1436                 0.026
              1310                 0.072
              1304                 0.097
              1297                 0.188
              1226                 4.097
              1215                 4.311
              1182                 5.708
              1180                 5.945
              1169                 6.028
              1166                 8.809
              1147                12.150
              1144                15.197
              1135                15.390
              1124                15.432
              1116                16.937
              1111                19.186
              1111                23.889 (FITNESS_EVALUATION::HEURISTIC)
              1111                23.890 (FITNESS_EVALUATION::EXACT)

Total runtime:                23.897 secs
