Total routing cost               Time(s)
              1926                 0.001
              1217                 0.093
              1194                 0.233
              1192                 0.399
              1165                 0.519
              1158                 0.619
              1146                 0.658
              1142                 1.091
              1141                 1.142
              1140                 1.848
              1137                 2.074
              1110                 2.125
              1102                 4.562
              1102                 9.741 (FITNESS_EVALUATION::HEURISTIC)
              1102                 9.743 (FITNESS_EVALUATION::EXACT)

Total runtime:                 9.746 secs
