Total routing cost               Time(s)
              1761                 0.001
              1185                 0.007
              1181                 0.015
              1143                 0.062
              1140                 0.140
              1139                 0.185
              1123                 0.363
              1123                 0.866 (FITNESS_EVALUATION::HEURISTIC)
              1123                 0.867 (FITNESS_EVALUATION::EXACT)

Total runtime:                 0.868 secs
