Total routing cost               Time(s)
              1820                 0.001
              1202                 0.012
              1122                 0.026
              1094                 0.040
              1093                 0.111
              1057                 0.200
              1044                 0.617
              1043                 1.056
              1041                 2.428
              1035                 2.438
              1024                 3.137
              1024                 4.500 (FITNESS_EVALUATION::HEURISTIC)
              1024                 4.501 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.503 secs
