Total routing cost               Time(s)
              2083                 0.001
              1400                 0.048
              1335                 0.085
              1267                 0.145
              1221                 0.240
              1220                 0.263
              1210                 0.480
              1209                 0.510
              1208                 0.568
              1199                 1.013
              1196                 1.984
              1155                 2.676
              1145                 3.062
              1126                 3.106
              1103                 5.159
              1103                10.545 (FITNESS_EVALUATION::HEURISTIC)
              1103                10.547 (FITNESS_EVALUATION::EXACT)

Total runtime:                10.550 secs
