Total routing cost               Time(s)
              1525                 0.002
              1198                 0.023
              1189                 0.045
              1137                 0.061
              1127                 0.078
              1124                 0.109
              1018                 0.232
               999                 0.320
               986                 0.609
               983                 1.504
               969                 2.438
               969                 4.851 (FITNESS_EVALUATION::HEURISTIC)
               969                 4.852 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.858 secs
