Total routing cost               Time(s)
              2098                 0.001
              1107                 0.087
              1097                 0.182
              1080                 1.276
              1077                 2.401
              1076                 2.510
              1075                 7.575
              1060                 7.755
              1060                14.619 (FITNESS_EVALUATION::HEURISTIC)
              1060                14.620 (FITNESS_EVALUATION::EXACT)

Total runtime:                14.623 secs
