Total routing cost               Time(s)
              1591                 0.001
              1209                 0.024
              1194                 0.040
              1180                 0.056
              1177                 0.120
              1167                 0.204
              1153                 0.691
              1151                 1.096
              1113                 1.562
              1111                 1.614
              1107                 1.697
              1104                 1.816
              1092                 1.862
              1085                 2.071
              1078                 2.193
              1059                 2.239
              1046                 2.278
              1041                 3.676
              1041                 7.176 (FITNESS_EVALUATION::HEURISTIC)
              1041                 7.177 (FITNESS_EVALUATION::EXACT)

Total runtime:                 7.179 secs
