Total routing cost               Time(s)
              1590                 0.001
              1285                 0.020
              1012                 0.087
               982                 0.175
               966                 0.204
               961                 0.297
               958                 0.408
               956                 0.488
               946                 1.930
               942                 5.475
               942                 9.479 (FITNESS_EVALUATION::HEURISTIC)
               942                 9.481 (FITNESS_EVALUATION::EXACT)

Total runtime:                 9.483 secs
