Total routing cost               Time(s)
              2258                 0.001
              1530                 0.018
              1519                 0.040
              1510                 0.050
              1467                 0.095
              1425                 0.184
              1392                 0.216
              1381                 0.257
              1381                 2.250 (FITNESS_EVALUATION::HEURISTIC)
              1381                 2.250 (FITNESS_EVALUATION::EXACT)

Total runtime:                 2.253 secs
