Total routing cost               Time(s)
              1401                 0.001
              1072                 0.045
              1043                 0.173
              1042                 0.340
              1040                 0.502
              1033                 0.792
              1029                 1.019
              1004                 1.405
               995                 1.514
               992                 1.970
               968                 3.807
               960                 4.184
               956                 4.385
               956                 8.265 (FITNESS_EVALUATION::HEURISTIC)
               956                 8.272 (FITNESS_EVALUATION::EXACT)

Total runtime:                 8.274 secs
