Total routing cost               Time(s)
              1958                 0.010
              1224                 0.061
              1222                 0.216
              1217                 0.474
              1191                 0.500
              1166                 0.777
              1151                 1.990
              1147                 3.272
              1131                 3.542
              1109                 5.153
              1107                 5.548
              1107                10.366 (FITNESS_EVALUATION::HEURISTIC)
              1103                10.367 (FITNESS_EVALUATION::EXACT)

Total runtime:                10.371 secs
