Total routing cost               Time(s)
              2073                 0.001
              1236                 0.042
              1233                 0.421
              1232                 0.549
              1218                 0.565
              1210                 0.689
              1199                 0.751
              1196                 1.149
              1192                 1.252
              1190                 1.861
              1182                 3.326
              1165                 3.410
              1072                 4.034
              1061                 4.088
              1058                 4.369
              1058                11.338 (FITNESS_EVALUATION::HEURISTIC)
              1058                11.340 (FITNESS_EVALUATION::EXACT)

Total runtime:                11.342 secs
