Total routing cost               Time(s)
              2185                 0.001
              1432                 0.048
              1418                 0.081
              1417                 0.094
              1322                 0.124
              1306                 0.181
              1281                 0.270
              1280                 0.548
              1279                 1.050
              1275                 1.346
              1263                 2.096
              1261                 2.561
              1261                 6.379 (FITNESS_EVALUATION::HEURISTIC)
              1261                 6.379 (FITNESS_EVALUATION::EXACT)

Total runtime:                 6.383 secs
