Total routing cost               Time(s)
              1508                 0.001
              1100                 0.040
              1063                 0.065
              1050                 0.084
              1042                 0.137
              1041                 0.534
              1036                 0.681
              1021                 1.388
              1015                 1.891
              1004                 2.328
               999                 3.159
               981                 3.350
               976                 5.966
               967                 7.090
               963                 8.982
               963                14.011 (FITNESS_EVALUATION::HEURISTIC)
               963                14.018 (FITNESS_EVALUATION::EXACT)

Total runtime:                14.020 secs
