Total routing cost               Time(s)
              1861                 0.001
              1221                 0.069
              1204                 0.116
              1155                 0.156
              1145                 0.346
              1139                 0.943
              1129                 1.203
              1128                 1.249
              1115                 1.294
              1102                 1.672
              1099                 1.702
              1089                 2.058
              1089                 7.328 (FITNESS_EVALUATION::HEURISTIC)
              1089                 7.329 (FITNESS_EVALUATION::EXACT)

Total runtime:                 7.331 secs
