Total routing cost               Time(s)
              2471                 0.001
              1605                 0.027
              1472                 0.048
              1469                 0.154
              1466                 0.164
              1461                 0.191
              1445                 0.438
              1442                 0.537
              1433                 0.607
              1418                 1.220
              1414                 1.400
              1413                 1.624
              1410                 1.695
              1393                 1.853
              1390                 2.334
              1390                 4.622 (FITNESS_EVALUATION::HEURISTIC)
              1390                 4.622 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.624 secs
