Total routing cost               Time(s)
              1853                 0.001
              1276                 0.011
              1232                 0.029
              1231                 0.127
              1182                 0.161
              1168                 0.213
              1165                 0.282
              1123                 0.296
              1122                 1.054
              1116                 1.103
              1115                 1.677
              1115                 2.689 (FITNESS_EVALUATION::HEURISTIC)
              1115                 2.689 (FITNESS_EVALUATION::EXACT)

Total runtime:                 2.691 secs
