Total routing cost               Time(s)
              1855                 0.001
              1149                 0.051
              1145                 0.446
              1139                 0.559
              1137                 1.325
              1136                 1.475
              1134                 3.572
              1129                 3.796
              1128                 4.960
              1119                 5.103
              1117                 5.157
              1114                 5.852
              1108                 5.870
              1092                 6.510
              1080                 7.095
              1071                10.228
              1069                10.771
              1069                15.670 (FITNESS_EVALUATION::HEURISTIC)
              1069                15.672 (FITNESS_EVALUATION::EXACT)

Total runtime:                15.674 secs
