Total routing cost               Time(s)
              1859                 0.001
              1316                 0.011
              1241                 0.024
              1220                 0.042
              1214                 0.142
              1208                 0.413
              1206                 0.532
              1196                 0.809
              1196                 1.673 (FITNESS_EVALUATION::HEURISTIC)
              1196                 1.673 (FITNESS_EVALUATION::EXACT)

Total runtime:                 1.681 secs
