Total routing cost               Time(s)
              2352                 0.001
              1622                 0.018
              1529                 0.039
              1507                 0.155
              1484                 0.197
              1478                 0.276
              1476                 1.198
              1460                 1.249
              1439                 1.271
              1429                 1.403
              1428                 1.614
              1380                 1.797
              1367                 1.897
              1355                 1.931
              1338                 2.009
              1338                 4.671 (FITNESS_EVALUATION::HEURISTIC)
              1338                 4.671 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.673 secs
