Total routing cost               Time(s)
              2223                 0.001
              1535                 0.030
              1518                 0.094
              1484                 0.158
              1450                 0.167
              1436                 0.198
              1435                 0.237
              1434                 0.263
              1428                 0.296
              1427                 0.400
              1414                 0.475
              1408                 0.484
              1407                 1.992
              1396                 2.928
              1380                 3.140
              1368                 3.219
              1362                 3.239
              1348                 3.389
              1338                 4.412
              1330                 4.488
              1326                 5.396
              1317                 6.286
              1311                 7.442
              1297                 7.565
              1297                 9.250 (FITNESS_EVALUATION::HEURISTIC)
              1297                 9.250 (FITNESS_EVALUATION::EXACT)

Total runtime:                 9.253 secs
