Total routing cost               Time(s)
              1332                 0.003
              1021                 0.009
              1010                 0.012
               997                 0.019
               990                 0.030
               942                 0.037
               936                 0.078
               929                 0.287
               925                 0.375
               925                 0.797 (FITNESS_EVALUATION::HEURISTIC)
               925                 0.797 (FITNESS_EVALUATION::EXACT)

Total runtime:                 0.799 secs
