Total routing cost               Time(s)
              2170                 0.001
              1475                 0.028
              1415                 0.057
              1393                 0.096
              1389                 0.262
              1342                 0.315
              1333                 0.337
              1273                 0.491
              1271                 0.514
              1270                 0.858
              1266                 0.928
              1260                 1.305
              1253                 1.352
              1248                 1.390
              1246                 1.564
              1226                 2.262
              1225                 2.339
              1215                 2.489
              1212                 5.423
              1178                 6.815
              1142                 7.053
              1130                 7.813
              1122                 8.251
              1117                 8.457
              1112                 8.613
              1103                 9.524
              1103                16.338 (FITNESS_EVALUATION::HEURISTIC)
              1103                16.340 (FITNESS_EVALUATION::EXACT)

Total runtime:                16.342 secs
