Total routing cost               Time(s)
              1904                 0.001
              1366                 0.016
              1340                 0.031
              1245                 0.048
              1188                 0.103
              1173                 0.272
              1163                 0.366
              1149                 0.388
              1141                 0.444
              1136                 0.485
              1129                 0.528
              1098                 0.745
              1096                 0.892
              1094                 1.741
              1090                 1.826
              1072                 2.006
              1069                 2.026
              1063                 2.852
              1063                 6.293 (FITNESS_EVALUATION::HEURISTIC)
              1063                 6.294 (FITNESS_EVALUATION::EXACT)

Total runtime:                 6.296 secs
