Total routing cost               Time(s)
              2027                 0.001
              1430                 0.057
              1408                 0.087
              1376                 0.150
              1367                 0.215
              1328                 0.236
              1324                 0.260
              1323                 1.025
              1291                 1.060
              1289                 1.324
              1283                 1.550
              1281                 1.634
              1267                 1.695
              1258                 1.847
              1256                 2.403
              1255                 2.424
              1248                 5.273
              1234                 5.447
              1231                 5.507
              1212                 5.554
              1209                 5.719
              1200                 5.816
              1156                 5.991
              1155                 7.543
              1154                 8.779
              1154                14.806 (FITNESS_EVALUATION::HEURISTIC)
              1154                14.807 (FITNESS_EVALUATION::EXACT)

Total runtime:                14.810 secs
