Total routing cost               Time(s)
              1429                 0.001
              1085                 0.055
              1082                 0.319
              1077                 0.336
              1075                 0.489
              1072                 0.512
              1071                 0.724
              1061                 0.753
              1059                 0.967
              1053                 1.006
              1046                 1.068
              1040                 1.124
              1028                 1.256
              1013                 1.976
              1007                 4.617
              1007                 8.191 (FITNESS_EVALUATION::HEURISTIC)
              1007                 8.194 (FITNESS_EVALUATION::EXACT)

Total runtime:                 8.199 secs
