Total routing cost               Time(s)
              1746                 0.001
              1375                 0.006
              1325                 0.012
              1308                 0.025
              1306                 0.032
              1213                 0.078
              1198                 0.093
              1197                 0.106
              1191                 0.118
              1189                 0.608
              1188                 0.626
              1187                 0.744
              1179                 1.199
              1175                 1.457
              1174                 2.497
              1174                 3.503 (FITNESS_EVALUATION::HEURISTIC)
              1174                 3.503 (FITNESS_EVALUATION::EXACT)

Total runtime:                 3.506 secs
