Total routing cost               Time(s)
              1875                 0.001
              1320                 0.040
              1263                 0.080
              1254                 0.141
              1247                 0.210
              1237                 0.237
              1228                 0.370
              1213                 0.893
              1187                 1.365
              1170                 1.553
              1160                 2.324
              1137                 2.724
              1114                 4.285
              1103                 4.312
              1098                 5.862
              1098                10.866 (FITNESS_EVALUATION::HEURISTIC)
              1098                10.867 (FITNESS_EVALUATION::EXACT)

Total runtime:                10.869 secs
