Total routing cost               Time(s)
              1967                 0.001
              1304                 0.018
              1294                 0.062
              1221                 0.077
              1201                 0.133
              1198                 0.163
              1195                 0.200
              1173                 0.244
              1168                 0.553
              1165                 0.698
              1160                 0.755
              1159                 0.974
              1153                 1.004
              1146                 1.337
              1146                 2.809 (FITNESS_EVALUATION::HEURISTIC)
              1146                 2.809 (FITNESS_EVALUATION::EXACT)

Total runtime:                 2.812 secs
