Total routing cost               Time(s)
              2179                 0.001
              1384                 0.026
              1375                 0.083
              1365                 0.175
              1364                 0.317
              1352                 0.589
              1280                 0.950
              1273                 1.234
              1273                 3.824 (FITNESS_EVALUATION::HEURISTIC)
              1273                 3.824 (FITNESS_EVALUATION::EXACT)

Total runtime:                 3.827 secs
