Total routing cost               Time(s)
              1497                 0.001
              1107                 0.042
              1104                 0.076
              1099                 0.143
              1046                 0.181
              1001                 0.206
               995                 1.153
               995                 3.582 (FITNESS_EVALUATION::HEURISTIC)
               995                 3.584 (FITNESS_EVALUATION::EXACT)

Total runtime:                 3.587 secs
