Total routing cost               Time(s)
              1807                 0.001
              1418                 0.042
              1365                 0.091
              1322                 0.212
              1313                 0.639
              1288                 0.799
              1273                 1.218
              1272                 1.382
              1263                 2.023
              1262                 3.329
              1227                 3.563
              1224                 3.633
              1216                 3.698
              1201                 3.938
              1176                 4.529
              1156                 5.194
              1146                 6.891
              1143                 7.243
              1143                13.233 (FITNESS_EVALUATION::HEURISTIC)
              1143                13.234 (FITNESS_EVALUATION::EXACT)

Total runtime:                13.236 secs
