Total routing cost               Time(s)
              2286                 0.001
              1501                 0.019
              1472                 0.042
              1470                 0.346
              1459                 0.397
              1458                 0.412
              1451                 0.436
              1450                 0.686
              1445                 1.088
              1444                 1.680
              1444                 3.057 (FITNESS_EVALUATION::HEURISTIC)
              1444                 3.057 (FITNESS_EVALUATION::EXACT)

Total runtime:                 3.061 secs
