Total routing cost               Time(s)
              1771                 0.001
              1215                 0.024
              1173                 0.042
              1172                 0.095
              1164                 0.108
              1162                 0.133
              1147                 0.168
              1136                 0.191
              1132                 0.202
              1120                 0.234
              1043                 0.554
              1035                 0.609
              1031                 2.337
              1030                 2.584
              1029                 4.674
              1029                 6.974 (FITNESS_EVALUATION::HEURISTIC)
              1029                 6.975 (FITNESS_EVALUATION::EXACT)

Total runtime:                 6.977 secs
