Total routing cost               Time(s)
              1665                 0.001
              1077                 0.027
              1047                 0.103
              1037                 0.250
              1036                 0.271
              1034                 0.445
              1031                 0.727
              1025                 0.809
              1022                 1.008
              1019                 1.072
              1016                 3.649
              1013                 3.753
              1003                 3.873
               984                 4.735
               976                 7.019
               976                11.607 (FITNESS_EVALUATION::HEURISTIC)
               976                11.613 (FITNESS_EVALUATION::EXACT)

Total runtime:                11.619 secs
