Total routing cost               Time(s)
              2269                 0.001
              1469                 0.018
              1464                 0.059
              1404                 0.080
              1396                 0.338
              1388                 1.289
              1383                 1.322
              1356                 1.392
              1347                 1.999
              1333                 2.131
              1330                 2.459
              1317                 2.572
              1317                 4.726 (FITNESS_EVALUATION::HEURISTIC)
              1317                 4.726 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.730 secs
