Total routing cost               Time(s)
              2171                 0.001
              1445                 0.016
              1442                 0.030
              1392                 0.048
              1364                 0.085
              1361                 0.092
              1350                 0.154
              1341                 0.182
              1339                 0.193
              1338                 0.239
              1333                 0.284
              1325                 0.348
              1324                 0.366
              1323                 0.445
              1311                 0.619
              1269                 1.278
              1247                 1.314
              1240                 1.586
              1240                 3.714 (FITNESS_EVALUATION::HEURISTIC)
              1240                 3.714 (FITNESS_EVALUATION::EXACT)

Total runtime:                 3.716 secs
