Total routing cost               Time(s)
              1736                 0.001
              1218                 0.071
              1191                 0.138
              1161                 0.249
              1134                 0.489
              1133                 0.552
              1115                 1.498
              1113                 2.322
              1109                 3.267
              1080                 3.458
              1069                 3.722
              1060                 3.806
              1050                 4.061
              1046                 4.275
              1039                 6.187
              1036                 6.670
              1031                13.147
              1029                14.762
              1029                24.443 (FITNESS_EVALUATION::HEURISTIC)
              1029                24.447 (FITNESS_EVALUATION::EXACT)

Total runtime:                24.453 secs
