Total routing cost               Time(s)
              2472                 0.001
              1614                 0.010
              1511                 0.026
              1509                 0.039
              1483                 0.053
              1468                 0.121
              1456                 0.163
              1354                 0.212
              1344                 0.219
              1331                 0.309
              1327                 0.989
              1325                 1.257
              1312                 1.302
              1310                 1.345
              1304                 2.489
              1304                 4.479 (FITNESS_EVALUATION::HEURISTIC)
              1304                 4.480 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.483 secs
