Total routing cost               Time(s)
              2141                 0.001
              1540                 0.021
              1493                 0.046
              1481                 0.091
              1470                 0.119
              1469                 0.174
              1455                 0.243
              1448                 0.255
              1443                 0.323
              1436                 0.365
              1402                 0.391
              1401                 0.413
              1384                 0.436
              1364                 0.463
              1361                 0.724
              1360                 0.796
              1358                 1.054
              1344                 1.236
              1328                 1.480
              1324                 1.892
              1297                 2.097
              1297                 4.289 (FITNESS_EVALUATION::HEURISTIC)
              1297                 4.290 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.291 secs
