Total routing cost               Time(s)
              1958                 0.001
              1318                 0.033
              1307                 0.074
              1293                 0.105
              1281                 0.175
              1276                 0.326
              1251                 0.463
              1249                 0.607
              1245                 0.783
              1242                 0.894
              1238                 1.042
              1230                 1.106
              1224                 1.136
              1213                 2.629
              1208                 2.761
              1205                 6.215
              1199                 6.277
              1192                 6.311
              1188                 6.416
              1187                 7.208
              1181                 7.779
              1179                 8.144
              1176                 8.823
              1176                13.207 (FITNESS_EVALUATION::HEURISTIC)
              1176                13.208 (FITNESS_EVALUATION::EXACT)

Total runtime:                13.210 secs
