Total routing cost               Time(s)
              2487                 0.001
              1551                 0.054
              1500                 0.070
              1465                 0.131
              1453                 0.194
              1450                 0.218
              1449                 0.312
              1434                 0.345
              1405                 1.542
              1399                 1.565
              1395                 1.779
              1388                 1.850
              1343                 1.960
              1335                 2.743
              1315                 5.366
              1312                 5.711
              1312                 8.269 (FITNESS_EVALUATION::HEURISTIC)
              1312                 8.269 (FITNESS_EVALUATION::EXACT)

Total runtime:                 8.272 secs
