Total routing cost               Time(s)
              1827                 0.001
              1080                 0.014
              1075                 0.024
              1018                 0.064
              1000                 0.113
               988                 0.261
               903                 0.372
               899                 0.390
               896                 0.406
               896                 2.540 (FITNESS_EVALUATION::HEURISTIC)
               896                 2.540 (FITNESS_EVALUATION::EXACT)

Total runtime:                 2.542 secs
