Total routing cost               Time(s)
              2278                 0.001
              1456                 0.022
              1443                 0.055
              1440                 0.063
              1430                 0.231
              1414                 0.239
              1413                 0.324
              1362                 0.345
              1359                 0.466
              1357                 0.577
              1349                 0.699
              1346                 0.820
              1338                 0.946
              1330                 1.718
              1317                 2.210
              1317                 4.661 (FITNESS_EVALUATION::HEURISTIC)
              1317                 4.661 (FITNESS_EVALUATION::EXACT)

Total runtime:                 4.664 secs
