Total routing cost               Time(s)
              2016                 0.001
              1385                 0.043
              1323                 0.073
              1292                 0.161
              1251                 0.222
              1249                 0.277
              1236                 0.384
              1225                 0.571
              1221                 0.618
              1220                 0.761
              1205                 0.797
              1203                 0.852
              1189                 0.874
              1147                 1.036
              1131                 1.423
              1122                 1.911
              1108                 3.071
              1103                 4.089
              1103                 9.227 (FITNESS_EVALUATION::HEURISTIC)
              1103                 9.228 (FITNESS_EVALUATION::EXACT)

Total runtime:                 9.235 secs
