Total routing cost               Time(s)
              2238                 0.001
              1399                 0.043
              1396                 0.118
              1374                 0.326
              1364                 0.529
              1352                 0.876
              1323                 1.003
              1314                 1.344
              1313                 1.425
              1301                 1.525
              1297                 1.617
              1266                 1.654
              1239                 1.863
              1222                 2.200
              1212                 4.578
              1209                 6.404
              1140                 9.181
              1125                 9.215
              1118                 9.937
              1117                11.832
              1108                12.876
              1107                15.269
              1105                17.156
              1103                19.102
              1103                23.641 (FITNESS_EVALUATION::HEURISTIC)
              1103                23.642 (FITNESS_EVALUATION::EXACT)

Total runtime:                23.645 secs
