Total routing cost               Time(s)
              1928                 0.001
              1368                 0.033
              1358                 0.080
              1357                 0.147
              1346                 0.254
              1342                 0.332
              1331                 0.527
              1316                 0.593
              1314                 0.639
              1296                 0.664
              1289                 0.708
              1283                 0.838
              1265                 1.420
              1197                 2.097
              1180                 2.453
              1170                 3.251
              1166                 3.536
              1158                 7.889
              1158                14.167 (FITNESS_EVALUATION::HEURISTIC)
              1158                14.168 (FITNESS_EVALUATION::EXACT)

Total runtime:                14.171 secs
