Total routing cost               Time(s)
              2102                 0.001
              1372                 0.039
              1324                 0.073
              1296                 0.107
              1293                 0.264
              1291                 0.291
              1287                 0.421
              1263                 1.542
              1258                 2.548
              1239                 3.092
              1198                 3.287
              1155                 3.442
              1152                 3.690
              1149                 4.795
              1146                 6.566
              1121                 8.215
              1121                14.298 (FITNESS_EVALUATION::HEURISTIC)
              1121                14.299 (FITNESS_EVALUATION::EXACT)

Total runtime:                14.310 secs
