Total routing cost               Time(s)
              1579                 0.001
              1167                 0.004
              1149                 0.007
              1132                 0.018
              1106                 0.022
              1104                 0.025
              1085                 0.031
              1084                 0.034
              1052                 0.112
              1050                 0.133
              1050                 0.427 (FITNESS_EVALUATION::HEURISTIC)
              1050                 0.427 (FITNESS_EVALUATION::EXACT)

Total runtime:                 0.429 secs
